Image_name,Class
D_3_51.jpg,Kanji
D_3_52.jpg,Kana
D_3_53.jpg,Kanji
D_3_54.jpg,Kanji
D_3_55.jpg,Kana
D_3_56.jpg,Kanji
D_3_57.jpg,Kana
D_3_58.jpg,Kana
D_3_59.jpg,Kanji
D_3_6.jpg,Kana
D_3_60.jpg,Kanji
D_3_61.jpg,Kanji
D_3_62.jpg,Kanji
D_3_63.jpg,Kanji
D_3_64.jpg,Kanji
D_3_65.jpg,Kanji
D_3_7.jpg,Kanji
D_3_8.jpg,Kanji
D_3_9.jpg,Kana
D_4_0.jpg,Kanji
D_4_1.jpg,Kana
D_4_10.jpg,Kana
D_4_11.jpg,Kana
D_4_12.jpg,Kanji
D_4_13.jpg,Kanji
D_4_14.jpg,Kanji
D_4_15.jpg,Kanji
D_4_16.jpg,Kanji
D_4_17.jpg,Kanji
D_4_18.jpg,Kanji
D_4_19.jpg,Kanji
D_4_2.jpg,Kana
D_4_20.jpg,Kanji
D_4_21.jpg,Kanji
D_4_22.jpg,Kanji
D_4_23.jpg,Kanji
D_4_24.jpg,Kana
D_4_25.jpg,Kanji
D_4_26.jpg,Kanji
D_4_27.jpg,Kanji
D_4_28.jpg,Kanji
D_4_29.jpg,Kanji
D_4_3.jpg,Kana
D_4_30.jpg,Kana
D_4_31.jpg,Kana
D_4_32.jpg,Kanji
D_4_33.jpg,Kanji
D_4_34.jpg,Kanji
D_4_35.jpg,Kana
D_4_36.jpg,Kanji
D_4_37.jpg,Kanji
D_4_38.jpg,Kanji
D_4_39.jpg,Kanji
D_4_4.jpg,Kana
D_4_40.jpg,Kanji
D_4_41.jpg,Kanji
D_4_42.jpg,Kanji
D_4_43.jpg,Kanji
D_4_44.jpg,Kanji
D_4_45.jpg,Kanji
D_4_46.jpg,Kanji
D_4_47.jpg,Kanji
D_4_48.jpg,Kanji
D_4_49.jpg,Kanji
D_4_5.jpg,Kana
D_4_50.jpg,Kana
D_4_51.jpg,Kana
D_4_52.jpg,Kanji
D_4_53.jpg,Kanji
D_4_54.jpg,Kanji
D_4_55.jpg,Kanji
D_4_56.jpg,Kana
D_4_57.jpg,Kanji
D_4_58.jpg,Kanji
D_4_6.jpg,Kana
D_4_7.jpg,Kanji
D_4_8.jpg,Kana
D_4_9.jpg,Kana
D_5_0.jpg,Kana
D_5_1.jpg,Kanji
D_5_10.jpg,Kana
D_5_11.jpg,Kanji
D_5_12.jpg,Kanji
D_5_13.jpg,Kana
D_5_14.jpg,Kanji
D_5_15.jpg,Kana
D_5_16.jpg,Kanji
D_5_17.jpg,Kanji
D_5_18.jpg,Kana
D_5_19.jpg,Kanji
D_5_2.jpg,Kana
D_5_20.jpg,Kanji
D_5_21.jpg,Kanji
D_5_22.jpg,Kanji
D_5_23.jpg,Kana
D_5_24.jpg,Kanji
D_5_25.jpg,Kanji
D_5_26.jpg,Kana
D_5_27.jpg,Kana
D_5_28.jpg,Kanji
D_5_29.jpg,Kanji
D_5_3.jpg,Kanji
D_5_30.jpg,Kana
D_5_31.jpg,Kanji
D_5_32.jpg,Kana
D_5_33.jpg,Kanji
D_5_34.jpg,Kana
D_5_35.jpg,Kanji
D_5_36.jpg,Kanji
D_5_37.jpg,Kanji
D_5_38.jpg,Kanji
D_5_39.jpg,Kanji
D_5_4.jpg,Kanji
D_5_40.jpg,Kanji
D_5_41.jpg,Kanji
D_5_42.jpg,Kana
D_5_43.jpg,Kanji
D_5_44.jpg,Kanji
D_5_45.jpg,Kanji
D_5_46.jpg,Kanji
D_5_47.jpg,Kana
D_5_48.jpg,Kanji
D_5_49.jpg,Kanji
D_5_5.jpg,Kana
D_5_50.jpg,Kanji
D_5_51.jpg,Kanji
D_5_52.jpg,Kanji
D_5_53.jpg,Kana
D_5_54.jpg,Kanji
D_5_55.jpg,Kana
D_5_56.jpg,Kana
D_5_6.jpg,Kanji
D_5_7.jpg,Kanji
D_5_8.jpg,Kana
D_5_9.jpg,Kana
